trapping_N;Capture_frame;trap_type;trap_reference;the_date_of_Laying_the_Trap;statement_date;The_hour_of_laying_the_trap;statement_hour;Wind;Cloud_cover;Rain;wind_;cloud_cover_;rain_;Commune;Village;Said_neighborhood_place;Environnement;builinding_house_type;internal_external_situation;MIILD_presence;AID_last_date;observation;Y;X;Genre;Species;Gender;NB;whose_NB_throat?;TN;TX;RR
NA;Site monitoring;CDC;D38;29/01/2018;30/01/2018;12:40;11:35;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;M'Tsangadoua;NA;PU;Tole;IH;NO;"""NA""";NA;-12.688628;45.108832;Culex;quinquefasciatus (pipiens);M;1;NA;23;29,3;10,2
NA;Site monitoring;CDC;D38;29/01/2018;30/01/2018;12:40;11:35;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;M'Tsangadoua;NA;PU;Tole;IH;NO;"""NA""";NA;-12.688628;45.108832;Culex;quinquefasciatus (pipiens);F;1;NA;23;29,3;10,2
NA;Site monitoring;CDC;D38;29/01/2018;30/01/2018;12:40;11:35;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;M'Tsangadoua;NA;PU;Tole;IH;NO;"""NA""";NA;-12.688628;45.108832;Aedes;albopictus;F;1;NA;23;29,3;10,2
NA;Site monitoring;CDC;AN31;29/01/2018;30/01/2018;12:45;11:40;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;M'Tsangadoua;NA;PU;Tole;EH ;NO;"""NA""";NA;-12.688628;45.108832;Culex;quinquefasciatus (pipiens);M;1;NA;23;29,3;10,2
NA;Site monitoring;CDC;AN31;29/01/2018;30/01/2018;12:45;11:40;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;M'Tsangadoua;NA;PU;Tole;EH ;NO;"""NA""";NA;-12.688628;45.108832;Culex;quinquefasciatus (pipiens);F;2;NA;23;29,3;10,2
NA;Site monitoring;CDC;B24;05/02/2018;06/02/2018;11:20;8:50;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;IH;NO;"""NA""";NA;-12.720482;45.118368;"""NA""";"""NA""";NA;0;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;M39;05/02/2018;06/02/2018;11:20;8:55;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720482;45.118368;Culex;quinquefasciatus (pipiens);M;6;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;M39;05/02/2018;06/02/2018;11:20;8:55;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720482;45.118368;Culex;quinquefasciatus (pipiens);F;12;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;19/43;05/02/2018;06/02/2018;11:30;9:20;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;IH;NO;"""NA""";NA;-12.720805;45.118383;"""NA""";"""NA""";NA;0;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;VO;05/02/2018;06/02/2018;11:30;9:22;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720805;45.118383;Anopheles;gambiae;F;6;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;VO;05/02/2018;06/02/2018;11:30;9:22;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720805;45.118383;Culex;quinquefasciatus (pipiens);M;48;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;VO;05/02/2018;06/02/2018;11:30;9:22;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720805;45.118383;Culex;quinquefasciatus (pipiens);F;52;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;F18;05/02/2018;06/02/2018;11:40;9:40;low;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;IH;NO;"""NA""";NA;-12.720407;45.118272;"""NA""";"""NA""";NA;0;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;AH57;05/02/2018;06/02/2018;11:40;9:43;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720407;45.118272;Culex;quinquefasciatus (pipiens);M;1;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;AH57;05/02/2018;06/02/2018;11:40;9:43;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720407;45.118272;Culex;quinquefasciatus (pipiens);F;2;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;D34;05/02/2018;06/02/2018;11:50;10:00;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;IH;NO;"""NA""";NA;-12.720355;45.118668;Culex;quinquefasciatus (pipiens);F;4;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;AN29;05/02/2018;06/02/2018;11:50;10:07;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720355;45.118668;Culex;quinquefasciatus (pipiens);M;1;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;AN29;05/02/2018;06/02/2018;11:50;10:07;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720355;45.118668;Culex;quinquefasciatus (pipiens);F;1;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;R2;05/02/2018;06/02/2018;12:10;10:19;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;IH;NO;"""NA""";NA;-12.720205;45.118588;"""NA""";"""NA""";NA;0;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;IO70;05/02/2018;06/02/2018;12:10;10:20;low;low coverage;no rain;Medium;low coverage;Non;BANDRABOUA;Dzoumogné;hassouéra;PU;Béton;EH ;NO;"""NA""";NA;-12.720205;45.118588;"""NA""";"""NA""";NA;0;NA;24,1;29,2;22,6
NA;Site monitoring;CDC;OI66;26/02/2018;27/02/2018;11:00;10:34;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Béton;IH;NO;"""NA""";NA;-12.720268;45.111127;"""NA""";"""NA""";NA;0;NA;23,4;31;9,2
NA;Site monitoring;CDC;B84;26/02/2018;27/02/2018;11:05;10:36;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Béton;EH ;NO;"""NA""";NA;-12.720268;45.111127;Culex;quinquefasciatus (pipiens);M;8;NA;23,4;31;9,2
NA;Site monitoring;CDC;B84;26/02/2018;27/02/2018;11:05;10:36;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Béton;EH ;NO;"""NA""";NA;-12.720268;45.111127;Culex;quinquefasciatus (pipiens);F;17;NA;23,4;31;9,2
NA;Site monitoring;CDC;AN7;26/02/2018;27/02/2018;11:20;10:45;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Béton;IH;NO;"""NA""";NA;-12.729998;45.111055;Culex;quinquefasciatus (pipiens);M;22;NA;23,4;31;9,2
NA;Site monitoring;CDC;AN7;26/02/2018;27/02/2018;11:20;10:45;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Béton;IH;NO;"""NA""";NA;-12.729998;45.111055;Culex;quinquefasciatus (pipiens);F;30;NA;23,4;31;9,2
NA;Site monitoring;CDC;D57;26/02/2018;27/02/2018;11:25;10:47;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.729998;45.111055;Culex;quinquefasciatus (pipiens);M;3;NA;23,4;31;9,2
NA;Site monitoring;CDC;D57;26/02/2018;27/02/2018;11:25;10:47;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.729998;45.111055;Culex;quinquefasciatus (pipiens);F;5;NA;23,4;31;9,2
NA;Site monitoring;CDC;D57;26/02/2018;27/02/2018;11:25;10:47;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.729998;45.111055;Anopheles;gambiae;M;1;NA;23,4;31;9,2
NA;Site monitoring;CDC;D57;26/02/2018;27/02/2018;11:25;10:47;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.729998;45.111055;Anopheles;gambiae;F;4;NA;23,4;31;9,2
NA;Site monitoring;CDC;H48;26/02/2018;27/02/2017;11:45;11:05;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;IH;NO;"""NA""";NA;-12.72984;45.11165;Culex;quinquefasciatus (pipiens);M;1;NA;23,4;31;9,2
NA;Site monitoring;CDC;H48;26/02/2018;27/02/2018;11:45;11:05;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;IH;NO;"""NA""";NA;-12.72984;45.11165;Culex;quinquefasciatus (pipiens);F;2;NA;23,4;31;9,2
NA;Site monitoring;CDC;J16;26/02/2018;27/02/2018;11:50;11:08;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.72984;45.11165;Aedes;albopictus;M;0;NA;23,4;31;9,2
NA;Site monitoring;CDC;J16;26/02/2018;27/02/2018;11:50;11:08;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.72984;45.11165;Aedes;albopictus;F;1;NA;23,4;31;9,2
NA;Site monitoring;CDC;J16;26/02/2018;27/02/2018;11:50;11:08;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.72984;45.11165;Culex;albopictus;M;1;NA;23,4;31;9,2
NA;Site monitoring;CDC;J16;26/02/2018;27/02/2018;11:50;11:08;No wind;high coverage;light;No wind;high coverage;Fine;BANDRABOUA;Dzoumogné;mangua bouéjou;PU;Tole;EH ;NO;"""NA""";NA;-12.72984;45.11165;Culex;albopictus;F;2;NA;23,4;31;9,2
NA;Site monitoring;CDC;M30;11/04/2018;12/04/2018;10:30;9:20;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Tole;IH;NO;"""NA""";NA;-12.788608;45.222345;"""NA""";"""NA""";NA;0;NA;24,5;32;0
NA;Site monitoring;CDC;AN35;11/04/2018;12/04/2018;10:30;9:20;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Tole;EH ;NO;"""NA""";NA;-12.788608;45.222345;"""NA""";"""NA""";NA;0;NA;24,5;32;0
NA;Site monitoring;CDC;AP65;11/04/2018;12/04/2018;10:45;9:30;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Béton;IH;NO;"""NA""";NA;-12.788658;45.222437;"""NA""";"""NA""";NA;0;NA;24,5;32;0
NA;Site monitoring;CDC;J55;11/04/2018;12/04/2018;10:45;10:30;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Béton;EH ;NO;"""NA""";NA;-12.788658;45.222437;Culex;quinquefasciatus (pipiens);M;3;NA;24,5;32;0
NA;Site monitoring;CDC;J55;11/04/2018;12/04/2018;10:45;10:30;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Béton;EH ;NO;"""NA""";NA;-12.788658;45.222437;Culex;quinquefasciatus (pipiens);F;1;NA;24,5;32;0
NA;Site monitoring;CDC;F18;11/04/2018;12/04/2018;11:00;9:45;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Tole;IH;NO;"""NA""";NA;-12.788713;45.222218;Culex;quinquefasciatus (pipiens);F;2;NA;24,5;32;0
NA;Site monitoring;CDC;AO36;11/04/2018;12/04/2018;11:00;9:45;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Tole;EH ;NO;"""NA""";NA;NA;NA;Culex;quinquefasciatus (pipiens);M;5;NA;24,5;32;0
NA;Site monitoring;CDC;AO36;11/04/2018;12/04/2018;11:00;9:45;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Tole;EH ;NO;"""NA""";NA;NA;NA;Culex;quinquefasciatus (pipiens);F;3;NA;24,5;32;0
NA;Site monitoring;CDC;AP70;11/04/2018;12/04/2018;11:10;10:00;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Béton;IH;NO;"""NA""";NA;-12.788365;45.222372;Culex;quinquefasciatus (pipiens);M;2;NA;24,5;32;0
NA;Site monitoring;CDC;H2;11/04/2018;12/04/2018;11:10;10:00;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;Béton;EH ;NO;"""NA""";NA;-12.788365;45.222372;"""NA""";"""NA""";NA;0;NA;24,5;32;0
NA;Site monitoring;CDC;AK27;11/04/2018;12/04/2018;11:20;10:15;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;concrete;IH;NO;"""NA""";NA;-12.788497;45.221807;"""NA""";"""NA""";NA;0;NA;24,5;32;0
NA;Site monitoring;CDC;A15;11/04/2018;12/04/2018;11:20;10:15;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;concrete;IH;NO;"""NA""";NA;-12.788497;45.221807;Culex;quinquefasciatus (pipiens);M;1;NA;24,5;32;0
NA;Site monitoring;CDC;A15;11/04/2018;12/04/2018;11:20;10:15;No wind;low coverage;no rain;NA;NA;NA;MAMOUDZOU;M'Tsapéré;NA;NA;concrete;IH;NO;"""NA""";NA;-12.788497;45.221807;Culex;quinquefasciatus (pipiens);F;2;NA;24,5;32;0
NA;Site monitoring;CDC;AO39;09/04/2018;10/04/2018;12:30;10:30;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.74319;45.218362;"""NA""";"""NA""";NA;0;NA;23,2;30,2;0
NA;Site monitoring;CDC;F24;09/04/2018;10/04/2018;12:35;10:30;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.74319;45.218362;Culex;quinquefasciatus (pipiens);M;3;NA;23,2;30,2;0
NA;Site monitoring;CDC;F24;09/04/2018;10/04/2018;12:35;10:30;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.74319;45.218362;Culex;quinquefasciatus (pipiens);F;2;NA;23,2;30,2;0
NA;Site monitoring;CDC;AP92;09/04/2018;10/04/2018;12:45;10:40;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743268;45.218327;Culex;quinquefasciatus (pipiens);M;3;NA;23,2;30,2;0
NA;Site monitoring;CDC;AP92;09/04/2018;10/04/2018;12:45;10:40;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743268;45.218327;Culex;quinquefasciatus (pipiens);F;7;NA;23,2;30,2;0
NA;Site monitoring;CDC;H88;09/04/2018;10/04/2018;12:50;10:40;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;EH ;NO;"""NA""";NA;-12.743268;45.218327;"""NA""";"""NA""";NA;0;NA;23,2;30,2;0
NA;Site monitoring;CDC;AN1;09/04/2018;10/04/2018;13:00;10:50;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743262;45.218063;Culex;quinquefasciatus (pipiens);M;6;NA;23,2;30,2;0
NA;Site monitoring;CDC;AN1;09/04/2018;10/04/2018;13:00;10:50;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743262;45.218063;Culex;quinquefasciatus (pipiens);F;5;NA;23,2;30,2;0
NA;Site monitoring;CDC;M32;09/04/2018;10/04/2018;12:10;10:50;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743262;45.218063;Culex;quinquefasciatus (pipiens);M;2;NA;23,2;30,2;0
NA;Site monitoring;CDC;M32;09/04/2018;10/04/2018;12:10;10:50;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743262;45.218063;Culex;quinquefasciatus (pipiens);F;4;NA;23,2;30,2;0
NA;Site monitoring;CDC;APO12;09/04/2018;10/04/2018;13:15;11:00;Medium;low coverage;no rain;NA;NA;NA;KOUNGOU;Majicavo-Koropa;cassiasse;NA;Béton;IH;NO;"""NA""";NA;-12.743268;45.218327;"""NA""";"""NA""";NA;0;NA;23,2;30,2;0
NA;Site monitoring;CDC;A15;14/05/2018;15/05/2018;11:00;10:20;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.891712;45.140935;Culex;quinquefasciatus (pipiens);M;2;NA;21,4;32,4;0
NA;Site monitoring;CDC;A15;14/05/2018;15/05/2018;11:00;10:20;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.891712;45.140935;Culex;quinquefasciatus (pipiens);F;1;NA;21,4;32,4;0
NA;Site monitoring;CDC;G18;14/05/2018;15/05/2018;11:05;10:25;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.891712;45.140935;"""NA""";"""NA""";NA;0;NA;21,4;32,4;0
NA;Site monitoring;CDC;AM65;14/05/2018;15/05/2018;11:10;10:40;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.892;45.141125;Culex;quinquefasciatus (pipiens);M;13;NA;21,4;32,4;0
NA;Site monitoring;CDC;AM65;14/05/2018;15/05/2018;11:10;10:40;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.892;45.141125;Culex;quinquefasciatus (pipiens);F;15;NA;21,4;32,4;0
NA;Site monitoring;CDC;B1;14/05/2018;15/05/2018;11:10;10:45;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.892;45.141125;Culex;quinquefasciatus (pipiens);M;2;NA;21,4;32,4;0
NA;Site monitoring;CDC;B1;14/05/2018;15/05/2018;11:10;10:45;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.892;45.141125;Culex;quinquefasciatus (pipiens);F;3;NA;21,4;32,4;0
NA;Site monitoring;CDC;APO36;14/05/2018;15/05/2018;11:25;11:00;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.89205;45.141328;Culex;quinquefasciatus (pipiens);M;2;NA;21,4;32,4;0
NA;Site monitoring;CDC;APO36;14/05/2018;15/05/2018;11:25;11:00;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.89205;45.141328;Culex;quinquefasciatus (pipiens);F;3;NA;21,4;32,4;0
NA;Site monitoring;CDC;F29;14/05/2018;15/05/2018;11:25;11:05;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.89205;45.141328;"""NA""";"""NA""";NA;0;NA;21,4;32,4;0
NA;Site monitoring;CDC;AP2;14/05/2018;15/05/2018;11:35;11:20;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.891405;45.141501;Culex;quinquefasciatus (pipiens);M;10;NA;21,4;32,4;0
NA;Site monitoring;CDC;AP2;14/05/2018;15/05/2018;11:35;11:20;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;IH;NO;"""NA""";NA;-12.891405;45.141501;Culex;quinquefasciatus (pipiens);F;15;NA;21,4;32,4;0
NA;Site monitoring;CDC;H27;14/05/2018;15/05/2018;11:35;11:25;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.891405;45.141501;Culex;quinquefasciatus (pipiens);M;2;NA;21,4;32,4;0
NA;Site monitoring;CDC;H27;14/05/2018;15/05/2018;11:35;11:25;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.891405;45.141501;Culex;quinquefasciatus (pipiens);F;4;NA;21,4;32,4;0
NA;Site monitoring;CDC;AO24;14/05/2018;15/05/2018;11:50;11:40;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.89162;45.141227;"""NA""";"""NA""";NA;0;NA;21,4;32,4;0
NA;Site monitoring;CDC;K32;14/05/2018;15/05/2018;11:50;11:45;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.89162;45.141227;Culex;quinquefasciatus (pipiens);M;2;NA;21,4;32,4;0
NA;Site monitoring;CDC;K32;14/05/2018;15/05/2018;11:50;11:45;low;mean coverage;no rain;NA;NA;NA;CHIRONGUI;Poroani;balahachi;NA;Béton;EH ;NO;"""NA""";NA;-12.89162;45.141227;Culex;quinquefasciatus (pipiens);F;2;NA;21,4;32,4;0
NA;Site monitoring;CDC;18;12/02/2018;13/02/2018;10:05;10:38;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.742544;45.141269;Culex;quinquefasciatus (pipiens);M;4;NA;23;29,3;6,8
NA;Site monitoring;CDC;18;12/02/2018;13/02/2018;10:05;10:38;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.742544;45.141269;Culex;quinquefasciatus (pipiens);F;13;NA;23;29,3;6,8
NA;Site monitoring;CDC;57;12/02/2018;13/02/2018;10:10;10:42;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;EH ;NO;"""NA""";NA;-12.742544;45.141269;"""NA""";NA;NA;0;NA;23;29,3;6,8
NA;Site monitoring;CDC;34;12/02/2018;13/02/2018;10:30;11:00;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.74051;45.140358;"""NA""";NA;NA;0;NA;23;29,3;6,8
NA;Site monitoring;CDC;29;12/02/2018;13/02/2018;10:35;11:05;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;EH ;NO;"""NA""";NA;-12.74051;45.140358;Culex;quinquefasciatus (pipiens);F;5;NA;23;29,3;6,8
NA;Site monitoring;CDC;2;12/02/2018;13/02/2018;11:00;11:35;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.744216;45.140178;Culex;quinquefasciatus (pipiens);M;1;NA;23;29,3;6,8
NA;Site monitoring;CDC;2;12/02/2018;13/02/2018;11:00;11:35;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;EH ;NO;"""NA""";NA;-12.744216;45.140178;Culex;quinquefasciatus (pipiens);F;3;NA;23;29,3;6,8
NA;Site monitoring;CDC;70;12/02/2018;13/02/2018;11:05;11:40;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;EH ;NO;"""NA""";NA;-12.744216;45.140118;Anopheles;coustani;F;1;NA;23;29,3;6,8
NA;Site monitoring;CDC;70;12/02/2018;13/02/2018;11:05;11:40;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;EH ;NO;"""NA""";NA;-12.744216;45.143063;Anopheles;gambiae;F;1;NA;23;29,3;6,8
NA;Site monitoring;CDC;70;12/02/2018;13/02/2018;11:05;11:40;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;EH ;NO;"""NA""";NA;-12.744216;45.143063;Culex;quinquefasciatus (pipiens);F;4;2;23;29,3;6,8
NA;Site monitoring;CDC;38;12/02/2018;13/02/2018;11:30;12:00;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.748524;45.143063;Anopheles;funestus;F;18;7;23;29,3;6,8
NA;Site monitoring;CDC;38;12/02/2018;13/02/2018;11:30;12:00;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.748524;45.143063;Culex;quinquefasciatus (pipiens);F;8;5;23;29,3;6,8
NA;Site monitoring;CDC;31;12/02/2018;13/02/2018;11:35;12:05;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.748524;45.143063;Culex;quinquefasciatus (pipiens);M;1;NA;23;29,3;6,8
NA;Site monitoring;CDC;31;12/02/2018;13/02/2018;11:35;12:05;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.748524;45.143063;Culex;quinquefasciatus (pipiens);F;1;NA;23;29,3;6,8
NA;Site monitoring;CDC;31;12/02/2018;13/02/2018;11:35;12:05;Medium;low coverage;no rain;low;low coverage;Non;BANDRABOUA;Bouyouni;piste de bouyouni;A;Tole;IH;NO;"""NA""";NA;-12.748524;45.143063;Anopheles;funestus;F;11;NA;23;29,3;6,8
